State	County	Upcoming elections	Recommended Candidate	Candidate (I)	Candidate (I): Image link	Candidate (I): Website	Candidate (C)	Candidate (C): Image link	Candidate (C): Website	Candidate (C2)	Candidate (C2): Image link	Candidate (C2): Website	Candidate (C3)	Candidate (C3): Image link	Candidate (C3): Website	Candidate (C4)	Candidate (C4): Image link	Candidate (C4): Website	Candidate (C5)	Candidate (C5): Image link	Candidate (C5): Website	Candidate (C6)	Candidate (C6): Image link	Candidate (C6): Website	Candidate (C7)	Candidate (C7): Image link	Candidate (C7): Website	Candidate (C8)	Candidate (C8): Image link	Candidate (C8): Website	Candidate (C9)	Candidate (C9): Image link	Candidate (C9): Website	Candidate (C10)	Candidate (C10): Image link	Candidate (C10): Website
Illinois	DuPage	State's Attorney		Bob Berlin	https://images.squarespace-cdn.com/content/v1/5cacedf6d7819e694b0209de/1556137796521-BPNKSK7P10VITR789QIW/ke17ZwdGBToddI8pDm48kMXRibDYMhUiookWqwUxEZ97gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0luUmcNM2NMBIHLdYyXL-Jww_XBra4mrrAHD6FMA3bNKOBm5vyMDUBjVQdcIrt03OQ/berlin+portrait.jpg?format=500w	https://www.bobberlin.com/																														
Illinois	Kane	State's Attorney					Robert Spence	https://images.squarespace-cdn.com/content/v1/5d4482af0086310001899bbe/1567739293244-3I8CHEJP3X0D50U2T5AZ/ke17ZwdGBToddI8pDm48kAlRjvI3JBMkqHr8PrjU6OBZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZUJFbgE-7XRK3dMEBRBhUpw5opcnmBGTrSvl2qRMpP26GoCkGNz5_9dQAIAin1fSUDtA17tJf18RHtGmSCRAXcQ/Bob%2BSpence%2Bin%2Bfront%2Bof%2BKane%2BCounty%2BCourt%2BHouse%2Bin%2BGeneva%252C%2BIL?format=500w	https://spenceforstatesattorney.com/	Jamie Mosser	https://img1.wsimg.com/isteam/ip/219f794e-5a63-43a4-8ee3-3b24f38e3d6b/Copy%20of%20DSC_0060.jpg/:/cr=t:0%25,l:0%25,w:100%25,h:100%25/rs=w:800,cg:true	https://mosserforkanecounty.com/																								
Illinois	Kankakee	State's Attorney		Jim Rowe	https://static.wixstatic.com/media/f72ec0_f5a2ada696fd45ef99325033ff540010~mv2.jpg/v1/crop/x_6,y_0,w_836,h_989/fill/w_272,h_264,al_c,q_80,usm_0.66_1.00_0.01/f72ec0_f5a2ada696fd45ef99325033ff540010~mv2.webp	https://www.facebook.com/pages/category/Political-Organization/Jim-Rowe-Kankakee-County-States-Attorney-262028473835947/																														
Illinois	Kendall	State's Attorney		Eric Weis	http://ericweis.us/photos/ericweis0F.jpg?rs=6/13/2020	http://ericweis.us/																														
Illinois	Lake	State's Attorney		Michael Nerheim	https://mikenerheim.com/wp-content/uploads/2016/03/Mike2016.jpg	https://mikenerheim.com/	Eric Rinehart	https://rinehartforlakecounty.com/wp-content/uploads/2020/05/Rinehart-Cover-1.jpg	https://rinehartforlakecounty.com/																											
Illinois	LaSalle	State's Attorney		Karen Donnelly	https://15wb253pgifv3qzuu9h7yren-wpengine.netdna-ssl.com/wp-content/uploads/2016/12/donnelly.jpg	https://lasallecounty.org/lasalle-county-states-attorney/	Todd Martin	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/84585887_105788077661192_6633954812650061824_n.jpg?_nc_cat=104&_nc_sid=85a577&_nc_ohc=yQYikDIDv48AX8MYNG2&_nc_ht=scontent-sjc3-1.xx&oh=545e12bbf24fbf32d6d1559e945a0e63&oe=5F065A16																												
Illinois	Macon	State's Attorney					Tammy Wagoner	https://static.wixstatic.com/media/1a4b58_11d88b1f5b50447989fddb1cb78dffe4~mv2_d_3456_5184_s_4_2.jpg/v1/crop/x_83,y_0,w_3222,h_5184/fill/w_920,h_1480,al_c,q_85,usm_0.66_1.00_0.01/Tammara-Wagoner-13(edit)_JPG.webp	https://www.wagonerforstatesattorney.com/	Scott Rueter	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/s960x960/69417936_117821246249817_3394119238766559232_o.jpg?_nc_cat=109&_nc_sid=85a577&_nc_ohc=Ya3O81bYSDEAX8kdhn3&_nc_ht=scontent-sjc3-1.xx&_nc_tp=7&oh=f48bc97cf7d196077408fec25e3bd609&oe=5F07B573	https://www.facebook.com/pages/category/Political-Candidate/Rueter-for-Macon-County-States-Attorney-112796823418926/																								
Illinois	Madison	State's Attorney					Tom Haine	https://s.hdnux.com/photos/01/06/24/21/18433144/9/920x920.jpg	https://www.haineforstatesattorney.com/	Crystal Uhe	https://jnswire.s3.amazonaws.com/jns-media/eb/e8/1128628/CrystalUhe.jpg	https://www.facebook.com/crystalforstatesattorney/																								
Illinois	McHenry	State's Attorney		Patrick Kenneally	https://www.mchenrycountyil.gov/Home/ShowPublishedImage/20348/636195495011170000	https://patrickkenneally.com/																														
Illinois	McLean	State's Attorney		Don Knapp	https://bloximages.newyork1.vip.townnews.com/videtteonline.com/content/tncms/assets/v3/editorial/4/f2/4f2a9724-aa27-11e8-9eb5-cf2954a2f9df/5b844387d0135.image.jpg																															
Illinois	Peoria	State's Attorney		Jodi Hoos	https://www.peoriacounty.org/ImageRepository/Document?documentID=9084	https://www.peoriacounty.org/Directory.aspx?EID=35#:~:text=Jodi%20M.,Hoos&text=On%20September%201%2C%202019%2C%20after,Circuit%20Judge%20for%20five%20years.	Chris McCall	https://secureservercdn.net/198.71.233.138/2vp.a8d.myftpupload.com/wp-content/uploads/2019/10/Screen-Shot-2019-10-25-at-2.33.46-PM.png	http://votechrismccall.com/about-chris/																											
Illinois	Rock Island 	State's Attorney		Dora Villarreal Nieman	https://www.rockislandcounty.org/uploadedImages/StateAttorney/Dora.jpg	https://www.doraforstatesattorney.com/	Kathleen Bailey	https://kathleenbailey.org/images/ms-about-profile.jpg	https://kathleenbailey.org/about.php																											
Illinois	Sangamon	State's Attorney		Dan Wright	https://co.sangamon.il.us/portals/0/Departments/States%20Attorney/Images/Dan_Wright.jpg	https://co.sangamon.il.us/departments/s-z/states-attorney																														
Illinois	St. Clair	State's Attorney		Jim Gomric	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p960x960/59654973_296518364631784_552751849929703424_o.jpg?_nc_cat=107&_nc_sid=85a577&_nc_ohc=bvoxCqWAKUgAX81eCM4&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=7c745212bce682299c7725bbe68262bd&oe=5F0A3718	https://www.facebook.com/JimGomricForStatesAttorney/																														
Illinois	Tazewell	State's Attorney		Stewart Umholtz	http://www.ilsaap.org/images/pics_large/umholtz.jpg	http://www.ilsaap.org/bio_umholtz.htm																														
Illinois	Vermilion	State's Attorney		Jacqueline Lacy	https://bloximages.newyork1.vip.townnews.com/news-gazette.com/content/tncms/assets/v3/editorial/3/bb/3bbdf44e-e8a9-5e4a-bf75-ce0087658c16/5d0bba2b7a8df.image.jpg?resize=581%2C630	https://www.vercounty.org/states_attorney_dept.htm	Sandy Lawlyes	https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/398615/thumb_398615.jpg	https://www.lawlyesforstatesattorney.com/home																											
Illinois	Will	State's Attorney		James Glasgow	https://willcountysao.com/wp-content/uploads/JWG-Red-Tie-Slight-Smile-High-Res2.jpg	https://willcountysao.com/meet/																														
Illinois	Winnebago	State's Attorney					Paul Carpenter	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/s960x960/84002833_114578973420114_2211545129624272896_o.jpg?_nc_cat=102&_nc_sid=85a577&_nc_ohc=yX9KxZddrXgAX_rLZkW&_nc_ht=scontent-sjc3-1.xx&_nc_tp=7&oh=22b47ce645fcff9e586819ed5999bff1&oe=5F05F501	http://paulcarpenter2020.com/paul-s-legal-experience	J. Hanley	https://i2.wp.com/jhanley2020.com/wp-content/uploads/2019/05/Hanley-III-Joseph-W.jpg?resize=683%2C1024&ssl=1	https://jhanley2020.com/																								
North Carolina	Harnett, Lee	District Attorney					Suzanne Matthews	https://i1.wp.com/rantnc.com/wp-content/uploads/2020/02/matthews.jpeg?resize=768%2C769&ssl=1	https://www.smatthews4da.com/about_suzanne	R. Andrew Porter	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-0/p600x600/87287874_103483161249847_6196943926096560128_o.jpg?_nc_cat=102&_nc_sid=85a577&_nc_ohc=4RC5nY0Wp5YAX-whV6d&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=5d8eeadecb9bc1bf4aed0aee2e41de7c&oe=5F07FF81	https://www.porterforda.com/																								
North Carolina	Hoke, Moore	District Attorney					Mike Hardin	https://dailyhaymaker.com/wp-content/uploads/2019/11/Screen-Shot-2019-11-14-at-7.47.46-PM-e1574093935109.png	https://hardinforda.com/meet-mike-hardin																											
North Carolina	Alexander, Iredell	District Attorney		Sarah Kirkman	https://bloximages.newyork1.vip.townnews.com/statesville.com/content/tncms/assets/v3/editorial/6/ba/6baa88d6-6a5e-11e8-8043-bf8178b89d4b/5b1940000f214.image.jpg?crop=200%2C200%2C0%2C48&resize=1200%2C1200&order=crop%2Cresize	https://www.facebook.com/pages/category/Public-Figure/Sarah-Kirkman-District-Attorney-for-Alexander-and-Iredell-counties-114686569913902/																														
North Carolina	Randolph	District Attorney		Andrew Gregson	http://www.ncdistrictattorney.org/Assets/Andy%20Gregson.jpg	http://www.ncdistrictattorney.org/19B/yourda.html																														
New Mexico	Cibola, Sandoval, Valencia	District Attorney					Joshua Joe Jimenez	https://www.abqjournal.com/wp-content/uploads/2020/05/29/joshua-jimenez.jpg	https://jjj4da.com/	Barbara A Romo	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/89419542_2544333512560909_1144648508536520704_n.jpg?_nc_cat=105&_nc_sid=85a577&_nc_ohc=-flWr3YK7_wAX9Vay-o&_nc_ht=scontent-sjc3-1.xx&oh=5dd69fed66dd294b98b4dda32ac3e066&oe=5F07842F	https://www.barbararomofordistrictattorney.com/																								
New Mexico	Eddy	Sheriff		Mark Cage	https://www.co.eddy.nm.us/images/CityDirectory/27/MCage_thumb.jpg	https://www.co.eddy.nm.us/directory.aspx?EID=36	Donald Cantrell																													
New York	Albany	District Attorney		David Soares	https://www.wamc.org/sites/wamc/files/styles/medium/public/201202/3594736_914291448.jpg	https://www.davidsoares.com/	Matt Toporowski	https://pbs.twimg.com/profile_images/1229213362518732801/LxIBnSiy_400x400.jpg	https://mattforalbany.com/																											
New York	Chautauqua	District Attorney		Patrick Swanson	https://chqgov.com/sites/default/files/styles/large/public/directory-images/2019-09/Document.jpeg?itok=c0SkO6yJ	https://chqgov.com/district-attorney/district-attorney	Jason Schmidt	https://lh3.googleusercontent.com/proxy/xcm1HTkLhlDulfq0oVmBVaIPl6x3TRJPNDLJEHkV4po7VW0dNqpRsvdfbeWAARx6YHq-RYlqxqWQf4VR3YXVf6A8rCjiMMcNY28CE1iGNGgbRtdSGwSHFMjateDNQiZc5ikd1n-FY1TMBxgyrUxO_kmgf9ODH5_0cx33IJMjMQ	https://www.facebook.com/people/Jason-L-Schmidt/100011369458064																											
New York	Cortland	District Attorney		Patrick A. Perfetti	https://scontent-sjc3-1.xx.fbcdn.net/v/t31.0-8/p960x960/15068331_705228962985239_454728534029564996_o.jpg?_nc_cat=105&_nc_sid=85a577&_nc_ohc=fVeGlE-Wz5YAX_0SIl-&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=8b8c54f293798ed7bcaa43a12e674eae&oe=5F0870EE	https://www.facebook.com/PerfettiForDA/																														
New York	Delaware	District Attorney		John Hubbard	https://4.bp.blogspot.com/-mCasPpx0h0w/Vw2d2TAF7OI/AAAAAAAAY00/elxVCEbApVwMKfhCVP4C_15d-39TqpsCQCLcB/s640/Snip20160412_11.png																															
New York	Erie	District Attorney		John Flynn	https://www2.erie.gov/da/sites/www2.erie.gov.da/files/uploads/John%20Flynn%20headshot.jpg	https://www2.erie.gov/da/index.php?q=erie-county-district-attorney																														
New York	Fulton	District Attorney		Chad Brown	https://www.fultoncountyny.gov/sites/default/files/Chad%20Brown-cropped_1.jpg																															
New York	Genese	Sheriff		William Sheron	https://www.co.genesee.ny.us/images/sheriff/Sheriff_Swearing_In_2017.jpg	https://www.co.genesee.ny.us/departments/sheriff/aboutsheriff.php	David Krzemien	https://static.wixstatic.com/media/b3859d_dd96f1a35b6444bfbc4a87c64c58a39f~mv2.jpg/v1/crop/x_1009,y_0,w_3833,h_4000/fill/w_920,h_960,al_c,q_85,usm_0.66_1.00_0.01/DHK_JPG.webp	https://www.krzemienforsheriff.com/																											
New York	Hamilton	Sheriff																																		
New York	Herkimer	District Attorney		Jeffrey Carpenter	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/13423738_1122460457817878_3701804726281387944_n.jpg?_nc_cat=106&_nc_sid=85a577&_nc_ohc=PuxLmndRTdYAX-1iZhM&_nc_ht=scontent-sjc3-1.xx&oh=59a811b91a674ef902a5a6d2ba757159&oe=5F077F1C	https://www.facebook.com/CarpenterForDA/																														
New York	Livingston	District Attorney		Gregory McCaffrey	https://www.livingstoncounty.us/ImageRepository/Document?documentID=8122	https://www.facebook.com/dagreg.mccaffrey																														
New York	Madison	District Attorney		William Gabor	https://bloximages.chicago2.vip.townnews.com/oneidadispatch.com/content/tncms/assets/v3/editorial/0/bf/0bf409e5-4f4a-523f-8fdc-470da7d61dd4/5ba280c29a1bd.image.jpg?crop=300%2C300%2C0%2C5&resize=1200%2C1200&order=crop%2Cresize																															
New York	Montgomery	District Attorney		Kelli McCoski	https://www.co.montgomery.ny.us/web/content/images/officials/KelliMcCoski.jpg	https://www.co.montgomery.ny.us/web/sites/departments/districtattorney/default.asp	Lorraine Diamond	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/89014996_111995670401751_6371096719576268800_n.jpg?_nc_cat=108&_nc_sid=85a577&_nc_ohc=h9sR7AtnSnYAX_kI5Sp&_nc_ht=scontent-sjc3-1.xx&oh=217f88c1e5837f52e6b5a86590b69b3f&oe=5F05461B	https://www.facebook.com/pages/category/Political-Candidate/Lorraine-Diamond-for-Montgomery-County-District-Attorney-111995330401785/																											
New York	Niagara	District Attorney					John Ceretto	https://bloximages.chicago2.vip.townnews.com/niagara-gazette.com/content/tncms/assets/v3/editorial/6/a2/6a2b80bc-4722-11ea-8c0b-bf3ac9c2d1e2/5e392153ebb84.image.jpg?crop=390%2C390%2C0%2C87&resize=1200%2C1200&order=crop%2Cresize	https://cerettoforda.com/	Brian Seaman	https://static.wixstatic.com/media/d56e04_fdc4123af23946f8866e5d8793a1169a~mv2.jpg/v1/fill/w_640,h_754,al_c,q_85,usm_0.66_1.00_0.01/d56e04_fdc4123af23946f8866e5d8793a1169a~mv2.webp	https://www.seamanforda.com/																								
New York	Niagara	Sheriff		Michael J. Filicetti	https://bloximages.chicago2.vip.townnews.com/niagara-gazette.com/content/tncms/assets/v3/editorial/a/a6/aa6eb59c-f0f4-11e9-adc6-675d60817447/5da88bd9c70df.image.jpg?resize=480%2C600	https://www.filicetti4sheriff.com/meet-mike	Brian Grear	https://www.votegrearforsheriff.com/content/images/banner/grear-slide.jpg	https://www.votegrearforsheriff.com/																											
New York	Orleans	District Attorney		Joseph V. Cardone	https://orleanshub.com/wp-content/uploads/2017/05/JoeCardone-1.jpg																															
New York	Steuben	Sheriff		James Allard	https://www.steubencony.org/Files/images/allard_flag.jpg	https://www.steubencony.org/Pages.asp?PGID=43																														
New York	Tompkins	District Attorney		Matthew Van Houten	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p960x960/95100240_1553813901452569_6964551957390295040_o.jpg?_nc_cat=103&_nc_sid=85a577&_nc_ohc=sRCdYFArHKsAX_6KJmo&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=0ca11c85a85f1fa4c9bd2d4bd04cb836&oe=5F06FD35	https://www.facebook.com/VanHoutenforDA/	Edward Kopko	https://static.wixstatic.com/media/2725e2_d488e2d65b074de8953f05d72bf53872~mv2.jpg/v1/fill/w_640,h_770,al_c,q_85,usm_0.66_1.00_0.01/2725e2_d488e2d65b074de8953f05d72bf53872~mv2.webp	https://www.kopkoforda.com/																											
New York	Westchester	District Attorney		Anthony Scarpino	https://www.yonkerstribune.com/wp-content/uploads/2019/08/A5FAAEEE-BDF7-4F70-AAC7-CB6F31F143DF.jpeg	https://www.tonyscarpino.com/about-tony-scarpino/	Bruce Bendish	https://www.gannett-cdn.com/-mm-/795d633145d4c68125c52258f9d2a231a847aa31/c=47-0-1453-1875/local/-/media/2016/02/17/Westchester/Westchester/635913026225959597-BruceBendish.jpg?quality=50&width=640		Mimi Rocah	https://www.yonkerstribune.com/wp-content/uploads/2020/05/2DA030F3-D4CF-4548-8FAA-07AED88FCB31-300x300.jpeg	https://www.mimirocahforda.com/																								
Ohio	Allen	County Prosecutor		Juergen Waldick	http://www.allencountyprosecutor.net/media/19998/JuergenAWaldick.jpg	http://www.allencountyprosecutor.net/meet-the-team.aspx#:~:text=Juergen%20A.,fourth%20term%20in%20that%20position.																														
Ohio	Allen	Sheriff		Matthew Treglia	https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2020/01/931/524/Sheriff-Treglia-ACSO.jpg?ve=1&tl=1																															
Ohio	Ashtabula	County Prosecutor		Cecilia Cooper	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/87524043_100160604929077_1512945330012815360_n.jpg?_nc_cat=101&_nc_sid=85a577&_nc_ohc=QJXg5fbs6XIAX92JhOR&_nc_ht=scontent-sjc3-1.xx&oh=e68875003d9f59ca57abe6dba647770b&oe=5F0648DA	https://www.facebook.com/ceciliacooperforprosecuter/	Colleen Mary O'Toole	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/84156608_132319284933659_4893113686073278464_n.jpg?_nc_cat=110&_nc_sid=7aed08&_nc_ohc=QURGwrfZ9iMAX_HPtLT&_nc_ht=scontent-sjc3-1.xx&oh=50dd847b22d5cc0767d0d5d0ddc8a483&oe=5F056BBF	https://www.facebook.com/ashtabulacountyprosecutor/																											
Ohio	Ashtabula	Sheriff		Bill Johnson	http://www.ashtabulacounty.us/ImageRepository/Document?documentID=3359	http://www.ashtabulacounty.us/726/Sheriff	Bill Niemi	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p720x720/90609569_222346465798128_10767985522245632_o.jpg?_nc_cat=100&_nc_sid=110474&_nc_ohc=jVgbk3VlJr0AX_EwHAy&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=a815d837653c154f59e1883c27fe8395&oe=5F05AAD5	https://billniemiforsheriff.com/																											
Ohio	Butler	County Prosecutor		Michael Gmoser	http://www.butlercountyprosecutor.org/content/images/Gmoser.jpg	http://www.butlercountyprosecutor.org/index.cfm?page=prosGmoser																														
Ohio	Butler	Sheriff		Richard Jones	https://www.butlersheriff.org/wp-content/uploads/2013/03/JonesRichard-001-300px.jpg	https://www.butlersheriff.org/command/sheriff/																														
Ohio	Clark	County Prosecutor		Daniel Driscoll	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p960x960/49794527_455020351923625_5127567506856214528_o.jpg?_nc_cat=110&_nc_sid=85a577&_nc_ohc=pElD6TV9glsAX-FpCgI&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=9ca61396ea6bfdb3d838554c3588e667&oe=5F0A7A9E	https://www.facebook.com/ClarkCountyProsecutor/																														
Ohio	Clark	Sheriff		Deborah Burchett	https://re-electsheriffburchett.org/UserFiles/image/sheriff20_(3).jpg	https://re-electsheriffburchett.org/about.html	Russell Garman	https://scontent.fykz1-2.fna.fbcdn.net/v/t1.0-9/92017404_204755517619901_5189730741784674304_n.jpg?_nc_cat=111&_nc_sid=85a577&_nc_ohc=Bs9Rkb1ZSIQAX-l8f8Z&_nc_ht=scontent.fykz1-2.fna&oh=9d5ed7300fc09f9c8f77f4a93ee82f0e&oe=5F0AE60C	https://www.facebook.com/pg/GarmanForSheriff2020/about/?ref=page_internal																											
Ohio	Clermont	County Prosecutor					Mark Tekulve		https://www.facebook.com/pages/category/Political-Candidate/Mark-Tekulve-for-Prosecutor-631098004052497/																											
Ohio	Clermont	Sheriff		Robert Leahy	https://clermontsheriff.org/wp-content/uploads/sites/27/2018/10/leahy_robert.jpg	https://clermontsheriff.org/sheriff-steve-leahy/																														
Ohio	Columbiana	County Prosecutor					Vito Abruzzino	https://s3.amazonaws.com/ogden_images/www.morningjournalnews.com/images/2019/01/15222530/Abruzzino-mug-601x840.jpg																												
Ohio	Columbiana	Sheriff					Brian McLaughlin	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/73062374_101612401272910_8015380255420186624_n.jpg?_nc_cat=105&_nc_sid=85a577&_nc_ohc=dbDMohOVBy4AX_jtYZ1&_nc_ht=scontent-sjc3-1.xx&oh=d159fe66a072ca2137bf74d7381a3d31&oe=5F03E8DD	https://www.facebook.com/McLaughlinforSheriff2020/																											
Ohio	Cuyahoga	County Prosecutor		Michael O'Malley	http://prosecutor.cuyahogacounty.us/img_prosecutor/OMalley_Michael%20C%20bio.jpg	http://prosecutor.cuyahogacounty.us/en-us/meet-the-prosecutor.aspx																														
Ohio	Delaware	County Prosecutor		Melissa Schiffel	https://scontent.fykz1-1.fna.fbcdn.net/v/t1.0-9/p960x960/60613870_2077388082560548_8087612615972356096_o.jpg?_nc_cat=100&_nc_sid=85a577&_nc_ohc=x8VObXMd4goAX9pLInv&_nc_ht=scontent.fykz1-1.fna&_nc_tp=6&oh=3ea843e6bab898a9d006c00b8b1767ec&oe=5F0ACF00	https://www.facebook.com/schiffelforprosecutor/photos/a.2025158034450220/2077388075893882/?type=1&theater																														
Ohio	Delaware	Sheriff		Russell Martin	https://pbs.twimg.com/profile_images/851372431516237824/XAu8kpOm_400x400.jpg																															
Ohio	Fairfield	County Prosecutor		R. Kyle Witt	https://www.co.fairfield.oh.us/prosecutor/images/Kyle-Witt-img.jpg	https://www.co.fairfield.oh.us/prosecutor/About-Prosecuting-Attorney.html#:~:text=Kyle%20Witt,victims%20and%20hold%20criminals%20accountable																														
Ohio	Fairfield	Sheriff		Alex Lape	https://scontent.fykz1-1.fna.fbcdn.net/v/t1.0-9/66617254_642719859537568_4787145710325727232_n.jpg?_nc_cat=100&_nc_sid=85a577&_nc_ohc=LOn-2c-bR1EAX9_JCvr&_nc_ht=scontent.fykz1-1.fna&oh=82973b044a2b38c442e66d44c0677e33&oe=5F0C1945	https://www.lapeforsheriff.com/																														
Ohio	Franklin	County Prosecutor		Ron O'Brien	https://prosecutor.franklincountyohio.gov/PRAT-website/media/PRAT-website/Images/prosecutor-ron-obrien.jpg?ext=.jpg	http://www.ronobrien.com/about	Gary Tyack	http://tyackforprosecutor.com/wp-content/uploads/2020/01/tyackforprosecutor-scaled.jpg	http://tyackforprosecutor.com/																											
Ohio	Franklin	Sheriff		Dallas Baldwin	https://sheriff.franklincountyohio.gov/SHRF-website/media/images/Sheriff-1.jpg	https://www.facebook.com/pg/dallasbaldwinforsheriff/posts/?ref=page_internal																														
Ohio	Geauga	County Prosecutor		James Flaiz	https://scontent.fykz1-2.fna.fbcdn.net/v/t1.0-9/80066945_2896537930380051_1526911644536406016_n.jpg?_nc_cat=108&_nc_sid=85a577&_nc_ohc=9kF8aNBdpNQAX-G_qVs&_nc_ht=scontent.fykz1-2.fna&oh=a4a0ed2468bc8eb2a763c6c14be98112&oe=5F0BA1C7	https://www.facebook.com/Jim-Flaiz-for-Geauga-County-Prosecutor-457346304299238/																														
Ohio	Geauga	Sheriff		Scott Hildenbrand	https://www.hildenbrandforsheriff.com/wp-content/uploads/2019/11/sheriff-scott-hildenbrand-profile-2.jpg	https://www.hildenbrandforsheriff.com/																														
Ohio	Greene	County Prosecutor					David Hayes	https://scontent.fykz1-2.fna.fbcdn.net/v/t1.0-9/77084704_117004109755648_8228793259053285376_n.jpg?_nc_cat=101&_nc_sid=85a577&_nc_ohc=R3pCqjqhteYAX9NCeVM&_nc_ht=scontent.fykz1-2.fna&oh=5b05b04798f9ebebc6e018df561c789d&oe=5F0DB26B	https://www.facebook.com/DavidDHayes4Prosecutor/																											
Ohio	Greene	Sheriff					Gene Fischer	https://www.co.greene.oh.us/images/CityDirectory/18/gene-fischer_thumb.jpg	https://www.co.greene.oh.us/486/Sheriff																											
Ohio	Hamilton	County Prosecutor		Joseph Deters	https://hcpros.org/wp-content/uploads/sites/86/2019/10/Deters_Headshot.jpg	https://www.joedeters.com/home	Fanon Rucker	https://fanonrucker.com/wp-content/uploads/2019/10/welcome-1024x538.jpg	https://fanonrucker.com/meet-fanon-rucker/																											
Ohio	Hamilton	Sheriff					Bruce Hoffbauer	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/102760764_174801597325783_5232704457971597312_n.jpg?_nc_cat=103&_nc_sid=85a577&_nc_ohc=RkDnVZ_KExwAX-xWWrG&_nc_ht=scontent-sjc3-1.xx&oh=df07be914b0800b8a60da02583922e47&oe=5F046401	https://www.brucehoffbauer.com/	Charmaine McGuffey	https://www.wvxu.org/sites/wvxu/files/styles/x_large/public/202001/McGuffeyForSheriffHomesm.jpg	https://mcguffeyforsheriff.com/																								
Ohio	Hancock	County Prosecutor		Phillip A. Riegle	https://scontent-sjc3-1.xx.fbcdn.net/v/t31.0-8/s960x960/13724913_10154317376937790_4162670645161681068_o.jpg?_nc_cat=105&_nc_sid=2d5d41&_nc_ohc=77mxB1x9qrsAX_BdCR0&_nc_ht=scontent-sjc3-1.xx&_nc_tp=7&oh=17e6fceef7410812f2ec72d4322e7354&oe=5F0EE41E	https://www.co.hancock.oh.us/government-services/prosecutor																														
Ohio	Hancock	Sheriff		Michael E. Heldman	https://scontent.fykz1-1.fna.fbcdn.net/v/t1.0-9/75327074_139740754073817_4793380611270115328_n.jpg?_nc_cat=102&_nc_sid=85a577&_nc_ohc=nD4IFiJzcvUAX9xyX1R&_nc_ht=scontent.fykz1-1.fna&oh=710ec09a67b95aea9fa5ae22a65a08c3&oe=5F0D87A3	https://www.facebook.com/SheriffHeldman/																														
Ohio	Lake	County Prosecutor		Charles Coulson	https://www.lakecountyprosecutor.org/parts/Coulson.jpg	https://www.lakecountyprosecutor.org/																														
Ohio	Lake	Sheriff					Frank Leonbruno	https://bloximages.chicago2.vip.townnews.com/news-herald.com/content/tncms/assets/v3/editorial/0/11/011687aa-d2c3-51ab-ac71-e18e1d5b3579/5ba15d4aa5588.image.jpg?resize=400%2C600	https://frankleonbrunoforsheriff.com/about																											
Ohio	Licking	County Prosecutor		Bill Hayes	https://lickingcounty.gov/images/Agencies%20and%20Departments/Prosecutor/bill_headshot.jpg	https://lickingcounty.gov/depts/prosecutors/default.htm																														
Ohio	Licking	Sheriff		Randy Thorp	https://lickingcounty.gov/images/civica/sheriffThorp.jpg	http://sheriffthorp.com/	Randy Morton	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/12733578_1718719625081277_8675090828372823702_n.jpg?_nc_cat=103&_nc_sid=85a577&_nc_ohc=Gnwmb9Wv_tAAX-O3usW&_nc_ht=scontent-sjc3-1.xx&oh=4586329c5b6c95a7d47936f93b14c24a&oe=5F06B493	https://www.facebook.com/mortonforsheriff/																											
